Wall time,Step,Value
1678410172.8452177,1,0.08039300888776779
1678410179.1330318,2,0.02821379527449608
1678410185.4469366,3,0.02235996164381504
1678410191.839125,4,0.019277596846222878
1678410198.2232137,5,0.01674533635377884
1678410204.577453,6,0.015248646028339863
1678410210.849326,7,0.014718177728354931
1678410217.134703,8,0.013778641819953918
1678410223.4177024,9,0.012992450967431068
1678410229.787305,10,0.01278000045567751
1678410236.096184,11,0.012616141699254513
1678410242.402633,12,0.01234665047377348
1678410248.6976104,13,0.012018116191029549
1678410254.9652956,14,0.011417229659855366
1678410261.2813225,15,0.011076037771999836
1678410267.5501137,16,0.010908389464020729
1678410273.8588932,17,0.01055434625595808
1678410280.155665,18,0.010698944330215454
1678410286.4368224,19,0.010701490566134453
1678410292.7171617,20,0.010865011252462864
1678410299.0400934,21,0.01101717073470354
1678410305.3913028,22,0.01045163907110691
1678410311.7730694,23,0.010114658623933792
1678410318.1247504,24,0.009618077427148819
1678410324.4677794,25,0.009382574819028378
1678410330.7746935,26,0.00959427747875452
1678410337.098423,27,0.009482291527092457
1678410343.4017377,28,0.009428168646991253
1678410349.8378797,29,0.009364554658532143
1678410356.1706817,30,0.009147649630904198
1678410362.5181756,31,0.008976606652140617
1678410368.8543558,32,0.008850667625665665
1678410375.1517386,33,0.008957142010331154
1678410381.4535942,34,0.008642182685434818
1678410387.7355185,35,0.00848463550209999
1678410394.0797372,36,0.008440596982836723
1678410400.4254766,37,0.008874628692865372
1678410406.734997,38,0.008578053675591946
1678410413.0357475,39,0.008389553986489773
1678410419.3176558,40,0.00883758720010519
1678410425.7022626,41,0.008592185564339161
1678410432.0541992,42,0.008074273355305195
1678410438.3816478,43,0.008223514072597027
1678410444.6993525,44,0.007904081605374813
1678410451.0205288,45,0.008275076746940613
1678410457.385996,46,0.008035891689360142
1678410463.6867516,47,0.0077005792409181595
1678410470.1833608,48,0.00747841177508235
1678410476.4831655,49,0.0074814315885305405
1678410482.8074281,50,0.007805931381881237
1678410489.15622,51,0.007860166020691395
1678410495.4507594,52,0.008271457627415657
1678410501.7506475,53,0.007913555949926376
1678410508.0778096,54,0.007900354452431202
1678410514.3784468,55,0.007377665024250746
1678410520.6874266,56,0.00782338809221983
1678410526.9954698,57,0.007775848265737295
1678410533.3572788,58,0.007818716578185558
1678410539.6414416,59,0.007500315550714731
1678410546.0061853,60,0.007182473782449961
1678410552.3599768,61,0.0074698543176054955
1678410558.6273913,62,0.007462220266461372
1678410564.9465299,63,0.007559624500572681
1678410571.260287,64,0.007262348663061857
1678410577.5763803,65,0.007500720676034689
1678410583.8839698,66,0.007040873169898987
1678410590.3265395,67,0.007128403056412935
1678410596.6802194,68,0.007245614659041166
1678410602.9693456,69,0.006712757050991058
1678410609.2715876,70,0.0068090795539319515
1678410615.5627964,71,0.007309380453079939
1678410621.9471586,72,0.007484490983188152
1678410628.2520497,73,0.007488936651498079
1678410634.6002007,74,0.007157917600125074
1678410640.9361851,75,0.006785779260098934
1678410647.2507083,76,0.006608412601053715
1678410653.546065,77,0.0065290797501802444
1678410659.875524,78,0.006493493914604187
1678410666.2304633,79,0.0065261791460216045
1678410672.5289326,80,0.0065392120741307735
1678410678.8783476,81,0.006590362172573805
1678410685.2102282,82,0.006263234186917543
1678410691.584523,83,0.007226721383631229
1678410697.9861856,84,0.007231475785374641
1678410704.5109944,85,0.006733504589647055
1678410710.9088066,86,0.006259809248149395
1678410717.2661998,87,0.005956024397164583
1678410723.6009972,88,0.005801395978778601
1678410729.9243994,89,0.006239845417439938
1678410736.2488449,90,0.006607651710510254
1678410742.645855,91,0.007128598168492317
1678410748.9111931,92,0.006523515097796917
1678410755.2498786,93,0.006278626620769501
1678410761.5624719,94,0.006097960285842419
